date,time,type,description,latitude,longitude,district,address
2026-03-13,22:36:00,theft,bazaar,22.986156,72.558499,Ahmedabad,"110 {p} {s}, Ahmedabad"
2026-02-24,13:20:00,burglary,market,28.652345,77.24895,Delhi,"481 {p} {s}, Delhi"
2026-01-15,00:46:00,murder,mohalla,18.538725,73.861925,Pune,"41 {p} {s}, Pune"
2026-01-08,09:24:00,dowry death,bazaar,26.955809,75.795917,Jaipur,"242 {p} {s}, Jaipur"
2026-02-15,11:21:00,theft,mohalla,26.859122,80.902329,Lucknow,"284 {p} {s}, Lucknow"
2026-03-25,17:37:00,hit and run,hospital,28.642865,77.212071,Delhi,"406 {p} {s}, Delhi"
2026-02-21,19:20:00,assault,market,22.574284,88.401848,Kolkata,"190 {p} {s}, Kolkata"
2026-01-09,10:40:00,burglary,slum area,26.859585,80.967575,Lucknow,"66 {p} {s}, Lucknow"
2026-03-27,18:48:00,robbery,main road,17.35442,78.505774,Hyderabad,"193 {p} {s}, Hyderabad"
2026-03-27,22:45:00,theft,highway,19.062273,72.853497,Mumbai,"416 {p} {s}, Mumbai"
2026-02-09,09:53:00,assault,railway station,17.35702,78.490577,Hyderabad,"184 {p} {s}, Hyderabad"
2026-03-24,23:48:00,theft,village,23.027729,72.56156,Ahmedabad,"5 {p} {s}, Ahmedabad"
2026-03-01,10:37:00,hit and run,bus stand,19.082193,72.847167,Mumbai,"392 {p} {s}, Mumbai"
2026-02-09,15:49:00,burglary,residential area,13.030452,80.283004,Chennai,"474 {p} {s}, Chennai"
2026-01-24,10:24:00,dowry death,temple,28.594784,77.234591,Delhi,"352 {p} {s}, Delhi"
2026-01-31,16:55:00,fraud,office complex,18.546362,73.88027,Pune,"420 {p} {s}, Pune"
2026-01-31,06:00:00,hit and run,main road,23.03266,72.594809,Ahmedabad,"285 {p} {s}, Ahmedabad"
2026-03-05,18:00:00,robbery,hospital,19.1177,72.877006,Mumbai,"344 {p} {s}, Mumbai"
2026-02-01,11:29:00,theft,mall,28.573088,77.164008,Delhi,"336 {p} {s}, Delhi"
2026-03-31,22:02:00,kidnapping,mohalla,22.990734,72.613772,Ahmedabad,"500 {p} {s}, Ahmedabad"
2026-01-10,14:16:00,kidnapping,school,17.372683,78.517838,Hyderabad,"454 {p} {s}, Hyderabad"
2026-03-05,13:31:00,fraud,school,19.093388,72.878763,Mumbai,"442 {p} {s}, Mumbai"
2026-02-25,04:42:00,robbery,construction site,13.002737,77.564519,Bangalore,"300 {p} {s}, Bangalore"
2026-03-13,20:09:00,theft,mohalla,18.470867,73.81496,Pune,"221 {p} {s}, Pune"
2026-01-06,15:29:00,fraud,slum area,17.388797,78.464329,Hyderabad,"49 {p} {s}, Hyderabad"
2026-01-08,02:43:00,theft,village,19.093791,72.828878,Mumbai,"416 {p} {s}, Mumbai"
2026-03-26,07:12:00,theft,railway station,28.622615,77.257595,Delhi,"55 {p} {s}, Delhi"
2026-01-04,22:30:00,burglary,industrial area,19.043098,72.845807,Mumbai,"76 {p} {s}, Mumbai"
2026-01-23,19:27:00,dowry death,railway station,28.635973,77.188678,Delhi,"397 {p} {s}, Delhi"
2026-01-23,13:34:00,theft,bridge,13.017926,77.550079,Bangalore,"404 {p} {s}, Bangalore"
2026-01-21,07:22:00,assault,mohalla,22.608504,88.325975,Kolkata,"97 {p} {s}, Kolkata"
2026-03-03,14:11:00,hit and run,hospital,18.551773,73.845484,Pune,"288 {p} {s}, Pune"
2026-01-25,21:37:00,fraud,hospital,26.904586,75.774225,Jaipur,"108 {p} {s}, Jaipur"
2026-01-23,06:20:00,assault,park,13.112925,80.315204,Chennai,"363 {p} {s}, Chennai"
2026-03-24,14:47:00,assault,railway station,26.891785,75.811696,Jaipur,"162 {p} {s}, Jaipur"
2026-03-10,18:56:00,assault,industrial area,23.056436,72.530973,Ahmedabad,"480 {p} {s}, Ahmedabad"
2026-01-26,14:28:00,theft,mosque,19.040573,72.905162,Mumbai,"295 {p} {s}, Mumbai"
2026-02-21,07:20:00,theft,temple,18.532291,73.877027,Pune,"216 {p} {s}, Pune"
2026-01-16,00:11:00,theft,railway station,19.05955,72.839489,Mumbai,"488 {p} {s}, Mumbai"
2026-02-09,02:50:00,dowry death,temple,13.055624,80.259117,Chennai,"289 {p} {s}, Chennai"
2026-01-22,18:27:00,assault,bazaar,17.35227,78.494843,Hyderabad,"148 {p} {s}, Hyderabad"
2026-01-18,18:36:00,hit and run,bazaar,12.922806,77.568755,Bangalore,"3 {p} {s}, Bangalore"
2026-01-08,11:05:00,rape,mohalla,17.370717,78.46956,Hyderabad,"458 {p} {s}, Hyderabad"
2026-03-26,07:12:00,assault,mosque,28.608286,77.181584,Delhi,"171 {p} {s}, Delhi"
2026-02-03,10:26:00,robbery,highway,22.610865,88.383465,Kolkata,"387 {p} {s}, Kolkata"
2026-02-19,23:43:00,assault,office complex,17.418137,78.503019,Hyderabad,"256 {p} {s}, Hyderabad"
2026-02-20,20:16:00,murder,industrial area,23.051525,72.557646,Ahmedabad,"207 {p} {s}, Ahmedabad"
2026-03-10,08:54:00,kidnapping,slum area,22.996217,72.588785,Ahmedabad,"227 {p} {s}, Ahmedabad"
2026-02-07,18:39:00,murder,construction site,19.052221,72.910924,Mumbai,"341 {p} {s}, Mumbai"
2026-01-18,14:24:00,rape,residential area,23.017762,72.52691,Ahmedabad,"165 {p} {s}, Ahmedabad"
2026-03-18,02:00:00,dowry death,bazaar,17.359683,78.437562,Hyderabad,"330 {p} {s}, Hyderabad"
2026-03-15,00:36:00,fraud,market,26.855014,80.975231,Lucknow,"433 {p} {s}, Lucknow"
2026-01-28,06:59:00,fraud,market,22.542211,88.32543,Kolkata,"242 {p} {s}, Kolkata"
2026-03-23,01:01:00,theft,mall,28.617629,77.187518,Delhi,"30 {p} {s}, Delhi"
2026-03-03,01:27:00,assault,residential area,23.052626,72.576745,Ahmedabad,"131 {p} {s}, Ahmedabad"
2026-02-21,15:45:00,theft,temple,13.117587,80.297054,Chennai,"385 {p} {s}, Chennai"
2026-02-27,12:56:00,theft,bus stand,23.039414,72.533152,Ahmedabad,"326 {p} {s}, Ahmedabad"
2026-02-23,01:14:00,hit and run,park,28.568652,77.257921,Delhi,"171 {p} {s}, Delhi"
2026-03-21,03:59:00,burglary,industrial area,28.628697,77.222306,Delhi,"417 {p} {s}, Delhi"
2026-03-28,15:23:00,hit and run,market,22.535569,88.375257,Kolkata,"458 {p} {s}, Kolkata"
2026-01-06,23:24:00,theft,bridge,17.392722,78.445787,Hyderabad,"189 {p} {s}, Hyderabad"
2026-02-25,23:21:00,dowry death,school,26.915942,75.753534,Jaipur,"3 {p} {s}, Jaipur"
2026-03-09,16:44:00,assault,bazaar,17.397478,78.459513,Hyderabad,"35 {p} {s}, Hyderabad"
2026-01-12,21:03:00,dowry death,hospital,22.541419,88.361605,Kolkata,"315 {p} {s}, Kolkata"
2026-03-11,05:36:00,assault,residential area,28.654304,77.220955,Delhi,"368 {p} {s}, Delhi"
2026-03-16,04:41:00,theft,mohalla,13.097406,80.311151,Chennai,"287 {p} {s}, Chennai"
2026-01-19,04:55:00,fraud,mall,26.8605,80.950065,Lucknow,"18 {p} {s}, Lucknow"
2026-01-04,13:41:00,burglary,mohalla,17.392019,78.5053,Hyderabad,"268 {p} {s}, Hyderabad"
2026-03-05,16:11:00,theft,village,17.357198,78.470175,Hyderabad,"397 {p} {s}, Hyderabad"
2026-01-31,19:09:00,burglary,school,22.552965,88.409745,Kolkata,"87 {p} {s}, Kolkata"
2026-02-07,07:38:00,theft,slum area,26.905952,75.79622,Jaipur,"114 {p} {s}, Jaipur"
2026-01-03,06:26:00,robbery,market,19.058773,72.822242,Mumbai,"120 {p} {s}, Mumbai"
2026-01-31,11:04:00,assault,bus stand,22.555938,88.355852,Kolkata,"494 {p} {s}, Kolkata"
2026-01-05,11:48:00,murder,bazaar,13.057653,80.227191,Chennai,"489 {p} {s}, Chennai"
2026-02-04,23:01:00,theft,bus stand,26.907024,75.761474,Jaipur,"76 {p} {s}, Jaipur"
2026-01-04,05:17:00,theft,market,19.057503,72.823083,Mumbai,"61 {p} {s}, Mumbai"
2026-02-08,10:58:00,robbery,highway,17.363818,78.458771,Hyderabad,"369 {p} {s}, Hyderabad"
2026-03-08,01:19:00,assault,village,23.007131,72.536788,Ahmedabad,"456 {p} {s}, Ahmedabad"
2026-01-15,06:24:00,burglary,hospital,23.047894,72.567325,Ahmedabad,"328 {p} {s}, Ahmedabad"
2026-03-07,07:48:00,fraud,bazaar,26.862514,80.910803,Lucknow,"89 {p} {s}, Lucknow"
2026-01-05,19:49:00,theft,mohalla,12.971272,77.58457,Bangalore,"225 {p} {s}, Bangalore"
2026-01-09,04:48:00,murder,industrial area,26.828012,80.896895,Lucknow,"320 {p} {s}, Lucknow"
2026-02-14,19:12:00,burglary,hospital,26.821358,80.909604,Lucknow,"94 {p} {s}, Lucknow"
2026-01-17,03:50:00,fraud,office complex,18.561424,73.895497,Pune,"322 {p} {s}, Pune"
2026-01-28,05:37:00,theft,office complex,23.042415,72.577457,Ahmedabad,"118 {p} {s}, Ahmedabad"
2026-03-22,17:42:00,theft,temple,26.800417,80.918817,Lucknow,"194 {p} {s}, Lucknow"
2026-01-10,05:26:00,murder,temple,17.426457,78.434325,Hyderabad,"460 {p} {s}, Hyderabad"
2026-02-26,19:24:00,burglary,market,22.993791,72.584223,Ahmedabad,"355 {p} {s}, Ahmedabad"
2026-02-06,01:51:00,fraud,residential area,22.576214,88.407189,Kolkata,"439 {p} {s}, Kolkata"
2026-02-10,21:09:00,fraud,park,28.592906,77.249872,Delhi,"430 {p} {s}, Delhi"
2026-03-02,01:50:00,theft,construction site,12.999543,77.626906,Bangalore,"452 {p} {s}, Bangalore"
2026-01-25,21:18:00,kidnapping,bazaar,23.022959,72.572833,Ahmedabad,"430 {p} {s}, Ahmedabad"
2026-01-17,05:49:00,assault,market,13.114733,80.249711,Chennai,"490 {p} {s}, Chennai"
2026-03-10,19:29:00,rape,office complex,22.526947,88.368249,Kolkata,"164 {p} {s}, Kolkata"
2026-02-04,11:01:00,theft,residential area,17.374487,78.44063,Hyderabad,"420 {p} {s}, Hyderabad"
2026-03-29,07:02:00,dowry death,bridge,26.797789,80.952384,Lucknow,"304 {p} {s}, Lucknow"
2026-01-14,05:02:00,fraud,industrial area,26.885104,75.816095,Jaipur,"238 {p} {s}, Jaipur"
2026-01-24,07:55:00,fraud,park,17.381117,78.448649,Hyderabad,"97 {p} {s}, Hyderabad"
2026-03-22,12:57:00,theft,bus stand,22.606198,88.337013,Kolkata,"393 {p} {s}, Kolkata"
2026-03-11,03:33:00,murder,office complex,26.797733,80.893605,Lucknow,"444 {p} {s}, Lucknow"
2026-03-14,18:43:00,theft,school,28.635551,77.222108,Delhi,"410 {p} {s}, Delhi"
2026-03-09,02:15:00,burglary,residential area,28.628528,77.21977,Delhi,"239 {p} {s}, Delhi"
2026-01-31,19:43:00,dowry death,highway,26.88587,80.958574,Lucknow,"90 {p} {s}, Lucknow"
2026-02-04,04:56:00,hit and run,temple,23.066902,72.605544,Ahmedabad,"400 {p} {s}, Ahmedabad"
2026-03-30,17:19:00,theft,market,13.101116,80.287734,Chennai,"329 {p} {s}, Chennai"
2026-01-11,03:50:00,theft,construction site,18.507136,73.833,Pune,"53 {p} {s}, Pune"
2026-02-02,21:11:00,assault,bazaar,22.530742,88.391268,Kolkata,"94 {p} {s}, Kolkata"
2026-02-05,02:19:00,dowry death,mohalla,22.614279,88.369026,Kolkata,"173 {p} {s}, Kolkata"
2026-03-03,14:46:00,hit and run,railway station,23.028529,72.527787,Ahmedabad,"252 {p} {s}, Ahmedabad"
2026-03-23,17:33:00,dowry death,school,22.586243,88.325666,Kolkata,"381 {p} {s}, Kolkata"
2026-01-24,10:01:00,burglary,mosque,19.101756,72.867969,Mumbai,"413 {p} {s}, Mumbai"
2026-03-07,13:28:00,theft,mall,28.609309,77.171723,Delhi,"313 {p} {s}, Delhi"
2026-02-11,17:52:00,murder,bazaar,18.470096,73.864963,Pune,"465 {p} {s}, Pune"
2026-01-23,11:56:00,murder,market,26.862496,80.890864,Lucknow,"458 {p} {s}, Lucknow"
2026-03-04,18:51:00,assault,railway station,26.804895,80.988941,Lucknow,"382 {p} {s}, Lucknow"
2026-02-09,21:04:00,assault,industrial area,19.087603,72.893312,Mumbai,"406 {p} {s}, Mumbai"
2026-03-09,04:37:00,assault,bus stand,13.042019,80.276749,Chennai,"281 {p} {s}, Chennai"
2026-01-03,10:05:00,rape,market,22.601389,88.361747,Kolkata,"472 {p} {s}, Kolkata"
2026-01-15,06:45:00,burglary,highway,12.942593,77.624797,Bangalore,"34 {p} {s}, Bangalore"
2026-01-28,09:44:00,fraud,highway,23.046695,72.574915,Ahmedabad,"9 {p} {s}, Ahmedabad"
2026-03-24,14:20:00,dowry death,residential area,26.791078,80.966537,Lucknow,"166 {p} {s}, Lucknow"
2026-01-14,19:24:00,kidnapping,mall,18.496031,73.81289,Pune,"408 {p} {s}, Pune"
2026-01-08,00:12:00,theft,mosque,26.950668,75.790962,Jaipur,"404 {p} {s}, Jaipur"
2026-03-27,01:33:00,theft,construction site,26.853917,80.91623,Lucknow,"193 {p} {s}, Lucknow"
2026-02-11,18:04:00,assault,mall,26.836737,80.901937,Lucknow,"91 {p} {s}, Lucknow"
2026-03-18,07:10:00,burglary,village,28.597761,77.185197,Delhi,"140 {p} {s}, Delhi"
2026-01-04,03:36:00,theft,construction site,13.031116,80.270473,Chennai,"464 {p} {s}, Chennai"
2026-01-07,08:34:00,murder,office complex,13.069213,80.224021,Chennai,"216 {p} {s}, Chennai"
2026-03-23,15:50:00,burglary,industrial area,23.020173,72.536663,Ahmedabad,"361 {p} {s}, Ahmedabad"
2026-01-16,16:37:00,murder,bus stand,28.609742,77.217467,Delhi,"260 {p} {s}, Delhi"
2026-03-23,03:25:00,hit and run,park,28.621795,77.214117,Delhi,"121 {p} {s}, Delhi"
2026-03-19,14:02:00,burglary,bridge,17.410616,78.455291,Hyderabad,"117 {p} {s}, Hyderabad"
2026-03-22,09:13:00,fraud,highway,22.567694,88.339362,Kolkata,"483 {p} {s}, Kolkata"
2026-01-14,20:43:00,robbery,mosque,28.659382,77.230746,Delhi,"20 {p} {s}, Delhi"
2026-03-20,10:21:00,theft,office complex,12.926079,77.596531,Bangalore,"473 {p} {s}, Bangalore"
2026-02-21,12:59:00,hit and run,mohalla,12.938586,77.549263,Bangalore,"379 {p} {s}, Bangalore"
2026-02-27,12:36:00,theft,railway station,12.933133,77.601144,Bangalore,"69 {p} {s}, Bangalore"
2026-03-23,10:16:00,fraud,railway station,19.042436,72.910381,Mumbai,"288 {p} {s}, Mumbai"
2026-02-20,05:09:00,dowry death,construction site,12.94581,77.591269,Bangalore,"138 {p} {s}, Bangalore"
2026-01-26,17:15:00,fraud,residential area,12.99255,77.546881,Bangalore,"430 {p} {s}, Bangalore"
2026-03-20,20:00:00,burglary,mohalla,26.94696,75.838509,Jaipur,"197 {p} {s}, Jaipur"
2026-03-12,04:24:00,burglary,slum area,12.992709,77.598605,Bangalore,"300 {p} {s}, Bangalore"
2026-01-04,19:12:00,burglary,mosque,17.429672,78.48484,Hyderabad,"350 {p} {s}, Hyderabad"
2026-03-21,15:53:00,theft,slum area,13.044027,80.289541,Chennai,"330 {p} {s}, Chennai"
2026-01-25,06:38:00,theft,bazaar,17.33365,78.512103,Hyderabad,"308 {p} {s}, Hyderabad"
2026-03-18,20:19:00,hit and run,mosque,28.63796,77.212377,Delhi,"35 {p} {s}, Delhi"
2026-03-09,06:35:00,rape,village,13.128504,80.251454,Chennai,"148 {p} {s}, Chennai"
2026-03-22,09:05:00,fraud,construction site,17.427976,78.470657,Hyderabad,"439 {p} {s}, Hyderabad"
2026-01-30,07:15:00,hit and run,highway,13.061537,80.254662,Chennai,"462 {p} {s}, Chennai"
2026-01-02,09:29:00,theft,construction site,26.920491,75.797924,Jaipur,"167 {p} {s}, Jaipur"
2026-03-15,10:47:00,theft,office complex,12.953251,77.550708,Bangalore,"429 {p} {s}, Bangalore"
2026-03-24,18:09:00,theft,bridge,17.4263,78.512227,Hyderabad,"234 {p} {s}, Hyderabad"
2026-03-31,03:15:00,burglary,office complex,26.859748,80.919707,Lucknow,"322 {p} {s}, Lucknow"
2026-02-16,01:41:00,rape,bazaar,17.365396,78.496458,Hyderabad,"33 {p} {s}, Hyderabad"
2026-02-09,07:23:00,hit and run,bridge,12.993582,77.629195,Bangalore,"273 {p} {s}, Bangalore"
2026-03-21,10:36:00,theft,highway,26.85823,80.903966,Lucknow,"301 {p} {s}, Lucknow"
2026-03-28,13:00:00,burglary,main road,17.375268,78.49483,Hyderabad,"347 {p} {s}, Hyderabad"
2026-02-05,22:31:00,theft,industrial area,22.539692,88.383273,Kolkata,"274 {p} {s}, Kolkata"
2026-01-05,03:04:00,fraud,mosque,23.03339,72.592976,Ahmedabad,"195 {p} {s}, Ahmedabad"
2026-02-14,13:09:00,murder,slum area,12.978895,77.571747,Bangalore,"83 {p} {s}, Bangalore"
2026-02-14,05:03:00,dowry death,school,28.560485,77.160193,Delhi,"343 {p} {s}, Delhi"
2026-02-08,13:29:00,theft,main road,28.577948,77.257387,Delhi,"276 {p} {s}, Delhi"
2026-01-25,12:49:00,fraud,hospital,12.993945,77.580504,Bangalore,"212 {p} {s}, Bangalore"
2026-03-09,20:22:00,theft,industrial area,18.539889,73.879159,Pune,"218 {p} {s}, Pune"
2026-02-01,04:43:00,theft,market,26.864341,80.92947,Lucknow,"31 {p} {s}, Lucknow"
2026-01-21,22:21:00,hit and run,bazaar,28.641126,77.197385,Delhi,"178 {p} {s}, Delhi"
2026-03-23,10:57:00,theft,highway,23.022467,72.592963,Ahmedabad,"139 {p} {s}, Ahmedabad"
2026-03-06,17:24:00,theft,mall,13.069303,80.317672,Chennai,"54 {p} {s}, Chennai"
2026-02-12,09:37:00,assault,market,18.518389,73.892538,Pune,"139 {p} {s}, Pune"
2026-01-30,08:48:00,kidnapping,mosque,22.585995,88.362867,Kolkata,"335 {p} {s}, Kolkata"
2026-03-16,21:08:00,murder,bus stand,13.077337,80.315067,Chennai,"6 {p} {s}, Chennai"
2026-02-28,08:12:00,fraud,school,17.402438,78.466174,Hyderabad,"498 {p} {s}, Hyderabad"
2026-03-18,09:42:00,burglary,highway,12.952987,77.601972,Bangalore,"164 {p} {s}, Bangalore"
2026-02-06,08:58:00,hit and run,highway,23.016658,72.583816,Ahmedabad,"414 {p} {s}, Ahmedabad"
2026-03-23,01:00:00,dowry death,school,22.59667,88.396083,Kolkata,"172 {p} {s}, Kolkata"
2026-02-01,03:01:00,robbery,bazaar,23.001787,72.612571,Ahmedabad,"472 {p} {s}, Ahmedabad"
2026-03-25,13:20:00,dowry death,bus stand,22.594189,88.394374,Kolkata,"357 {p} {s}, Kolkata"
2026-01-14,15:00:00,hit and run,village,22.983064,72.59794,Ahmedabad,"225 {p} {s}, Ahmedabad"
2026-02-24,20:57:00,rape,railway station,28.587691,77.171171,Delhi,"112 {p} {s}, Delhi"
2026-01-15,23:14:00,assault,mall,17.409415,78.512551,Hyderabad,"320 {p} {s}, Hyderabad"
2026-03-20,20:25:00,robbery,industrial area,28.648213,77.208107,Delhi,"418 {p} {s}, Delhi"
2026-03-17,20:04:00,fraud,residential area,19.059955,72.823998,Mumbai,"490 {p} {s}, Mumbai"
2026-03-28,11:16:00,murder,park,26.796082,80.945463,Lucknow,"456 {p} {s}, Lucknow"
2026-02-24,05:15:00,theft,highway,28.588228,77.208816,Delhi,"266 {p} {s}, Delhi"
2026-03-02,11:28:00,assault,school,22.996194,72.601985,Ahmedabad,"491 {p} {s}, Ahmedabad"
2026-03-16,19:30:00,hit and run,main road,18.516264,73.853989,Pune,"444 {p} {s}, Pune"
2026-01-06,19:21:00,theft,mohalla,26.834181,80.929477,Lucknow,"481 {p} {s}, Lucknow"
2026-01-17,00:21:00,robbery,temple,26.799912,80.967748,Lucknow,"250 {p} {s}, Lucknow"
2026-03-06,04:37:00,burglary,bazaar,12.966655,77.541902,Bangalore,"494 {p} {s}, Bangalore"
2026-03-31,22:47:00,assault,construction site,26.794946,80.967585,Lucknow,"338 {p} {s}, Lucknow"
2026-02-02,23:46:00,burglary,construction site,18.555373,73.835428,Pune,"437 {p} {s}, Pune"
2026-02-21,23:45:00,assault,bazaar,28.642054,77.232525,Delhi,"145 {p} {s}, Delhi"
2026-02-11,11:07:00,assault,highway,26.834563,80.920565,Lucknow,"127 {p} {s}, Lucknow"
2026-03-17,09:02:00,robbery,bazaar,19.02014,72.87007,Mumbai,"68 {p} {s}, Mumbai"
2026-02-26,05:56:00,murder,temple,19.040036,72.845217,Mumbai,"466 {p} {s}, Mumbai"
2026-02-10,00:55:00,rape,bazaar,18.514727,73.853625,Pune,"172 {p} {s}, Pune"
2026-02-01,17:03:00,theft,village,22.97743,72.523325,Ahmedabad,"210 {p} {s}, Ahmedabad"
2026-03-21,23:42:00,robbery,slum area,26.79317,80.954984,Lucknow,"184 {p} {s}, Lucknow"
2026-01-13,16:03:00,assault,market,28.657745,77.238504,Delhi,"219 {p} {s}, Delhi"
2026-02-27,02:43:00,theft,bazaar,22.983613,72.557137,Ahmedabad,"43 {p} {s}, Ahmedabad"
2026-03-22,13:43:00,theft,temple,26.826029,80.91522,Lucknow,"359 {p} {s}, Lucknow"
2026-02-14,04:53:00,fraud,mall,12.95522,77.550601,Bangalore,"456 {p} {s}, Bangalore"
2026-03-20,08:50:00,hit and run,mosque,26.792213,80.973377,Lucknow,"392 {p} {s}, Lucknow"
2026-02-24,22:22:00,theft,bridge,13.036487,80.22052,Chennai,"145 {p} {s}, Chennai"
2026-01-06,13:51:00,theft,industrial area,13.000308,77.557106,Bangalore,"370 {p} {s}, Bangalore"
2026-03-29,18:18:00,theft,park,26.885865,75.837772,Jaipur,"88 {p} {s}, Jaipur"
2026-02-28,09:51:00,theft,mosque,22.573826,88.35996,Kolkata,"249 {p} {s}, Kolkata"
2026-01-09,23:57:00,theft,market,26.912398,75.74406,Jaipur,"108 {p} {s}, Jaipur"
2026-01-22,11:52:00,hit and run,temple,13.063717,80.307275,Chennai,"465 {p} {s}, Chennai"
2026-02-11,08:35:00,theft,market,19.094485,72.904583,Mumbai,"316 {p} {s}, Mumbai"
2026-01-08,05:33:00,theft,bus stand,17.405895,78.432434,Hyderabad,"239 {p} {s}, Hyderabad"
2026-03-01,05:50:00,burglary,park,28.640924,77.210546,Delhi,"448 {p} {s}, Delhi"
2026-02-03,02:59:00,murder,highway,26.808557,80.922182,Lucknow,"465 {p} {s}, Lucknow"
2026-02-23,02:04:00,murder,construction site,13.096036,80.242491,Chennai,"91 {p} {s}, Chennai"
2026-02-23,03:48:00,assault,mohalla,28.63552,77.209375,Delhi,"267 {p} {s}, Delhi"
2026-03-30,03:17:00,kidnapping,residential area,26.800386,80.892026,Lucknow,"82 {p} {s}, Lucknow"
2026-03-14,08:56:00,fraud,school,26.820434,80.904584,Lucknow,"109 {p} {s}, Lucknow"
2026-01-10,02:30:00,theft,village,12.974726,77.547883,Bangalore,"350 {p} {s}, Bangalore"
2026-03-08,23:00:00,assault,village,17.423806,78.4341,Hyderabad,"489 {p} {s}, Hyderabad"
2026-02-01,12:31:00,assault,highway,18.552786,73.848451,Pune,"218 {p} {s}, Pune"
2026-03-18,21:54:00,robbery,main road,22.61247,88.341815,Kolkata,"308 {p} {s}, Kolkata"
2026-01-21,02:42:00,theft,temple,18.533558,73.84541,Pune,"199 {p} {s}, Pune"
2026-02-13,17:11:00,assault,slum area,19.038922,72.857499,Mumbai,"304 {p} {s}, Mumbai"
2026-03-31,11:28:00,assault,residential area,28.57987,77.21538,Delhi,"256 {p} {s}, Delhi"
2026-02-07,23:45:00,robbery,school,28.625604,77.226957,Delhi,"289 {p} {s}, Delhi"
2026-01-09,16:48:00,assault,mall,28.601167,77.205323,Delhi,"54 {p} {s}, Delhi"
2026-03-17,21:12:00,assault,bridge,18.530097,73.837455,Pune,"58 {p} {s}, Pune"
2026-01-25,09:38:00,assault,slum area,28.564162,77.258904,Delhi,"235 {p} {s}, Delhi"
2026-03-01,09:13:00,burglary,school,26.867327,80.957994,Lucknow,"119 {p} {s}, Lucknow"
2026-01-22,23:11:00,theft,highway,17.409721,78.478079,Hyderabad,"2 {p} {s}, Hyderabad"
2026-02-03,18:52:00,fraud,park,13.010173,77.588695,Bangalore,"277 {p} {s}, Bangalore"
2026-03-30,18:42:00,burglary,bus stand,19.040448,72.831553,Mumbai,"197 {p} {s}, Mumbai"
2026-01-30,15:50:00,hit and run,school,13.058198,80.239319,Chennai,"229 {p} {s}, Chennai"
2026-02-08,02:16:00,fraud,hospital,19.061642,72.849786,Mumbai,"219 {p} {s}, Mumbai"
2026-02-11,13:57:00,robbery,mall,26.953054,75.778764,Jaipur,"40 {p} {s}, Jaipur"
2026-01-24,13:13:00,assault,residential area,12.966466,77.565607,Bangalore,"342 {p} {s}, Bangalore"
2026-03-26,07:41:00,kidnapping,industrial area,18.521605,73.892692,Pune,"329 {p} {s}, Pune"
2026-03-13,08:07:00,theft,mall,19.051829,72.881795,Mumbai,"62 {p} {s}, Mumbai"
2026-02-17,16:40:00,hit and run,main road,26.862841,75.787579,Jaipur,"323 {p} {s}, Jaipur"
2026-03-25,08:36:00,robbery,railway station,19.024849,72.906069,Mumbai,"203 {p} {s}, Mumbai"
2026-03-05,12:57:00,murder,construction site,22.559368,88.380671,Kolkata,"352 {p} {s}, Kolkata"
2026-03-26,10:45:00,robbery,village,13.062024,80.276287,Chennai,"7 {p} {s}, Chennai"
2026-01-20,11:43:00,fraud,office complex,26.841035,80.96513,Lucknow,"390 {p} {s}, Lucknow"
2026-02-11,19:22:00,fraud,railway station,26.801391,80.956857,Lucknow,"418 {p} {s}, Lucknow"
2026-02-13,01:26:00,theft,village,22.989981,72.594353,Ahmedabad,"131 {p} {s}, Ahmedabad"
2026-02-08,10:17:00,fraud,temple,26.874007,80.967383,Lucknow,"453 {p} {s}, Lucknow"
2026-02-08,01:38:00,theft,bazaar,13.121189,80.30761,Chennai,"16 {p} {s}, Chennai"
2026-01-10,04:00:00,kidnapping,bus stand,18.526859,73.843344,Pune,"462 {p} {s}, Pune"
2026-02-02,11:10:00,rape,construction site,19.063826,72.901071,Mumbai,"76 {p} {s}, Mumbai"
